,text,task_1
1286,ওরে বেশ্বা এখন সন্তানের কথা বলিস যখন চুদা খাস তখন তোর সন্তান কোথায় ছিল তুই যদি আমার মা হতিস তাহলে তোরে জিন্দা দাফন না করে এক ফোটা পানি ও পান করতাম না।।।।।,HOF
1287,এই সব মাগী চোদা ছবি বাদ দাও।এটা কি পরিচালক না গাধা,HOF
1288,মার সালারে,HOF
1289,বলদা রিপোর্ট,NOT
1290,কুত্তালীগ মার্কা জানোয়ারের বাচ্চায় এগুলো কি বলে,HOF
1291,ভাইয়া আপনার কথা যে পারসেন রাইট আমি আপনার সাথে একমত আমি মাননীয় প্রধানমন্ত্রীর কাছে আবেদন করি মিনির উপযুক্ত শাস্তি হোক,NOT
1292,আরে কাফেরের বাচ্চারা মাথা যদি নতো করতে হয় তাহলে একজনের সামনে করবো সে হলো আমার আল্লা রব্বুল আলামীনের সামনে করবো আল্লা তুমি এদের হেদায়েত দান করো আর না হলে এই শয়তান দের দুনিয়ার থেকে তুলে নাও আমিন,HOF
1293,রাস্তায় কেউ পাদ দিলে সবার আগে আপনি কিছু বলেন না কেন?  জাফর স্যার জবাব দ্যান?,NOT
1294,বুবলি পিট আচে,NOT
1295,ষ্যার ইজ ব্যাক,NOT
1296,এমন বড় মনের স্বামিদের জন্য আমারআন্তরিক অভিনন্দন।,NOT
1297,খেলা দিয়ে পরে চলে গেছে বাংলাদের চুদানির পুতাই এখন কোথায় তরা জদি একটা মোতুয়ায় এস করতো তাহলে আনলোন করতে তরা এখন কর তার ফাসি চা কারন এরা আমাদের দেশটা নষ্ট করে দিছে,HOF
1298,ধন্যবাদ।,NOT
1299,আপু আপনার কথা গুলা ভালই লাগ্লো,NOT
1300,আমি কি বলবো?আমার আগের বক্তারা সকলেই বলে গেছেন আমার পরে যারা আসবেন তারাও বলবেন।তবে পাপনের পদত্যাগ চাই এটাই বলতে পারি।এই যায়গায় কমেন্ট পরছে পাপনের বিরুদ্ধে।যমুনা টিভির সাংবাদিক ভাই আপনারা এই নিউজটা করে দিয়েন আপনার পদত্যাগ চায় দেশের ক্রিকেট প্রেমী সবাই।,NOT
1301,কুত্তার বাচ্চা কুত্তার বাচ্চা কুত্তার বাচ্চা ভারত এর সাথে জরিতসাকিব কে নিয়ে নোংরা খেলা খেলছে।পাপনের গালে আগে জুতা মার।সাকিব কে বছরের জন্য নিশিদ্ধ করেছে। এক বছরের সাজা বাতিল।,HOF
1302,ফিটনেস বাড়ীতে আছে সার,NOT
1303,শালার লজ্জা নেই মুরগী চোর,HOF
1304,খানকীর পোলা এই পীর রে দেখলে মনে হয় হেতের গান্ডু দিয়ে ঝাঁটা ঢুকাই দেই। হেতের যারা পীর মনে করে এবং দেওয়ানবাগীর মুরিদ চোদাই ওরাও খানকীর পোলা।,HOF
